800	1740
818	1676
837	1642
855	1492
874	1440
892	1430
910	1363
929	1468
947	1265
966	1257
984	1341
1002	1249
1021	1313
1039	1262
1058	1253
1076	1326
1094	1288
1113	1254
1131	1226
1150	1261
1168	1322
1186	1165
1205	1312
1223	1190
1242	1299
1260	1318
1278	1239
1297	1374
1315	1245
1334	1310
1352	1354
1370	1368
1389	1407
1407	1350
1426	1391
1444	1568
1462	1411
1481	1580
1499	1435
1518	1460
1536	1581
1554	1456
1573	1583
1591	1529
1610	1503
1628	1549
1646	1457
1665	1492
1683	1407
1702	1339
1720	1484
1738	1326
1757	1360
1775	1246
1794	1250
1812	1269
1830	1246
1849	1328
1867	1175
1886	1224
1904	1198
1922	1108
1941	1159
1959	1065
1978	1062
1996	1097
2014	1032
2033	1096
2051	961
2070	971
2088	1018
2106	937
2125	960
2143	866
2162	938
2180	1011
2198	925
2217	911
2235	889
2254	870
2272	940
2290	828
2309	931
2327	864
2346	794
2364	841
2382	805
2401	833
2419	753
2438	753
2456	870
2474	735
2493	816
2511	752
2530	743
2548	749
2566	766
2585	725
2603	773
2622	775
2640	746
2658	742
2677	759
2695	737
2714	707
2732	730
2750	686
2769	761
2787	698
2806	720
2824	749
2842	653
2861	763
2879	678
2898	664
2916	708
2934	696
2953	693
2971	665
2990	682
3008	675
3026	675
3045	674
3063	694
3082	682
3100	725
3118	710
3137	692
3155	669
3174	668
3192	711
3210	670
3229	688
3247	635
3266	637
3284	675
3302	656
3321	697
3339	662
3358	607
3376	642
3394	622
3413	662
3431	648
3450	675
3468	651
3486	651
3505	645
3523	659
3542	632
3560	698
3578	615
3597	656
3615	621
3634	629
3652	716
3670	636
3689	683
3707	625
3726	613
3744	652
3762	658
3781	651
3799	603
3818	645
3836	656
3854	633
3873	664
3891	627
3910	602
3928	730
3946	630
3965	645
3983	611
4002	596
4020	692
4038	624
4057	662
4075	613
4094	658
4112	637
4130	627
4149	668
4167	659
4186	623
4204	636
4222	574
4241	671
4259	644
4278	660
4296	656
4314	624
4333	698
4351	585
4370	624
4388	676
4406	659
4425	644
4443	667
4462	688
4480	691
4498	603
4517	648
4535	632
4554	648
4572	697
4590	615
4609	703
4627	644
4646	626
4664	678
4682	659
4701	670
4719	601
4738	669
4756	672
4774	629
4793	699
4811	683
4830	682
4848	676
4866	645
4885	715
4903	670
4922	680
4940	715
4958	671
4977	745
4995	692
5014	698
5032	749
5050	664
5069	714
5087	748
5106	699
5124	737
5142	657
5161	736
5179	750
5198	703
5216	796
5234	725
5253	759
5271	777
5290	736
5308	785
5326	704
5345	794
5363	705
5382	695
5400	743
5418	712
5437	745
5455	724
5474	688
5492	740
5510	661
5529	711
5547	716
5566	741
5584	708
5602	701
5621	754
5639	716
5658	694
5676	719
5694	680
5713	707
5731	695
5750	670
5768	685
5786	667
5805	710
5823	660
5842	718
5860	671
5878	646
5897	682
5915	596
5934	592
5952	648
5970	651
5989	669
6007	599
6026	601
6044	655
6062	547
6081	578
6099	578
6118	553
6136	570
6154	552
6173	577
6191	553
6210	542
6228	566
6246	573
6265	568
6283	567
6302	528
6320	546
6338	574
6357	581
6375	558
6394	568
6412	567
6430	565
6449	576
6467	566
6486	538
6504	586
6522	572
6541	576
6559	545
6578	568
6596	636
6614	583
6633	663
6651	614
6670	612
6688	615
6706	599
6725	648
6743	645
6762	634
6780	696
6798	660
6817	664
6835	655
6854	680
6872	730
6890	696
6909	707
6927	658
6946	661
6964	682
6982	661
7001	705
7019	652
7038	674
7056	712
7074	661
7093	713
7111	662
7130	687
7148	659
7166	682
7185	672
7203	617
7222	627
7240	715
7258	631
7277	679
7295	631
7314	627
7332	621
7350	642
7369	627
7387	566
7406	645
7424	633
7442	566
7461	592
7479	572
7498	523
7516	608
7534	532
7553	558
7571	543
7590	540
7608	569
7626	529
7645	565
7663	552
7682	603
7700	509
7718	482
7737	505
7755	494
7774	546
7792	477
7810	486
7829	511
7847	512
7866	484
7884	476
7902	497
7921	494
7939	464
7958	434
7976	494
7994	491
8013	470
8031	448
8050	423
8068	450
8086	426
8105	432
8123	388
8142	408
8160	419
8178	381
8197	356
8215	360
8234	308
8252	338
8270	308
8289	322
8307	345
8326	287
8344	291
8362	302
8381	302
8399	262
8418	251
8436	246
8454	251
8473	216
8491	209
8510	182
8528	226
8546	188
8565	188
8583	189
8602	168
8620	162
8638	140
8657	156
8675	114
8694	129
8712	114
8730	111
8749	111
8767	108
8786	98
8804	89
8822	80
8841	75
8859	62
8878	49
8896	73
8914	58
8933	47
8951	47
8970	48
8988	66
9006	52
9025	52
9043	35
9062	42
9080	36
9098	32
9117	36
9135	25
9154	35
9172	34
9190	19
9209	18
9227	17
9246	24
9264	26
9282	15
9301	9
9319	14
9338	17
9356	12
9374	6
9393	4
9411	10
9430	4
9448	6
9466	10
9485	14
9503	12
9522	10
9540	7
9558	7
9577	6
9595	9
9614	1
9632	6
9650	9
9669	4
9687	3
9706	12
9724	6
9742	4
9761	6
9779	6
9798	3
9816	8
9834	4
9853	7
9871	4
9890	7
9908	5
9926	3
9945	3
9963	4
9982	7
