FrameNumber,Spot ID,X,Y,Z,Radius,Orientation (if meaningful),Length (if meaningful), Fit Background (for FIONA), Gaussian Summed Value (for FIONA), Mean Background (FIONA), Summed Value (for FIONA)
70, 1, 395.500000,-106.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
70, 2, 0.468750,-2.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
71, 0, -105.812500,-350.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
71, 1, 396.187500,-107.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
71, 2, 1.000000,-1.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
72, 0, -105.093750,-350.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
72, 1, 397.187500,-107.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
72, 2, 0.437500,-1.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
73, 0, -105.906250,-350.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
73, 1, 397.125000,-107.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
73, 2, 0.031250,-1.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
74, 0, -105.562500,-350.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
74, 1, 397.968750,-106.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
74, 2, 0.343750,-1.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
75, 0, -105.781250,-351.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
75, 1, 396.500000,-106.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
75, 2, 0.187500,-0.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
76, 0, -105.062500,-350.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
76, 1, 397.312500,-106.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
76, 2, 1.062500,-0.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
77, 0, -104.593750,-349.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
77, 1, 396.812500,-105.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
77, 2, -0.031250,-1.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
78, 0, -105.937500,-350.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
78, 1, 395.812500,-107.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
78, 2, 0.968750,-1.437500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
79, 0, -105.125000,-350.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
79, 1, 395.593750,-106.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
79, 2, 0.343750,-1.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
80, 0, -105.562500,-351.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
80, 1, 395.000000,-107.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
80, 2, 0.375000,-1.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
81, 0, -104.968750,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
81, 1, 395.562500,-108.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
81, 2, 0.062500,-2.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
82, 0, -105.062500,-350.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
82, 1, 394.968750,-107.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
82, 2, -0.093750,-1.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
83, 0, -105.125000,-351.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
83, 1, 394.031250,-107.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
83, 2, 0.187500,-2.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
84, 0, -105.875000,-351.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
84, 1, 393.250000,-107.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
84, 2, -0.031250,-1.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
85, 0, -105.656250,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
85, 1, 394.343750,-106.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
85, 2, 0.375000,-1.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
86, 0, -105.593750,-349.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
86, 1, 394.343750,-107.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
86, 2, 0.468750,-1.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
87, 0, -104.843750,-351.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
87, 1, 394.062500,-107.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
87, 2, 0.468750,-1.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
88, 0, -105.656250,-350.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
88, 1, 394.468750,-106.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
88, 2, 1.062500,-0.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
89, 0, -106.062500,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
89, 1, 393.937500,-106.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
89, 2, 0.468750,-1.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
90, 0, -106.062500,-350.593750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
90, 1, 394.937500,-107.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
90, 2, 0.031250,-1.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
91, 0, -105.562500,-350.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
91, 1, 395.812500,-106.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
91, 2, 0.500000,-1.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
92, 0, -105.093750,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
92, 1, 396.625000,-107.375000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
92, 2, 1.250000,-1.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
93, 0, -105.125000,-350.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
93, 1, 396.343750,-105.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
93, 2, 1.000000,-1.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
94, 0, -105.968750,-350.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
94, 1, 397.125000,-105.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
94, 2, 1.031250,-1.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
95, 0, -105.937500,-350.375000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
95, 1, 397.343750,-105.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
95, 2, 0.437500,-0.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
96, 0, -105.875000,-350.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
96, 1, 395.593750,-106.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
96, 2, -0.125000,-0.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
97, 0, -105.625000,-350.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
97, 1, 395.312500,-105.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
97, 2, 0.000000,-0.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
98, 0, -105.000000,-350.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
98, 1, 395.812500,-105.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
98, 2, 0.437500,-0.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
99, 0, -105.000000,-351.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
99, 1, 395.000000,-106.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
99, 2, 0.468750,-0.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
100, 0, -105.625000,-350.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
100, 1, 393.281250,-104.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
100, 2, -0.031250,-1.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
101, 0, -105.687500,-350.468750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
101, 1, 393.625000,-104.781250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
101, 2, -0.718750,-1.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
102, 0, -105.593750,-350.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
102, 1, 394.187500,-103.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
102, 2, 0.968750,-2.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
103, 0, -105.031250,-350.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
103, 1, 393.312500,-102.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
103, 2, 0.187500,-2.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
104, 0, -105.750000,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
104, 1, 394.062500,-103.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
104, 2, 0.218750,-1.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
105, 0, -105.968750,-351.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
105, 1, 394.062500,-102.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
105, 2, 0.187500,-1.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
106, 0, -105.937500,-350.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
106, 1, 394.437500,-103.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
106, 2, 0.468750,-2.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
107, 0, -105.812500,-351.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
107, 1, 394.406250,-103.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
107, 2, 0.406250,-2.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
108, 0, -104.593750,-350.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
108, 1, 392.937500,-103.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
108, 2, 1.375000,-1.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
109, 0, -105.593750,-350.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
109, 1, 394.875000,-104.562500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
109, 2, 1.062500,-1.093750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
110, 0, -105.875000,-351.375000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
110, 1, 395.000000,-103.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
110, 2, 0.187500,-0.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
111, 0, -105.781250,-350.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
111, 1, 396.031250,-102.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
111, 2, 0.968750,-0.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
112, 0, -105.187500,-350.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
112, 1, 396.062500,-102.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
112, 2, 0.375000,-1.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
113, 0, -105.593750,-350.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
113, 1, 396.500000,-101.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
113, 2, 0.437500,-0.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
114, 0, -105.593750,-350.562500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
114, 1, 395.968750,-101.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
114, 2, 0.000000,-0.250000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
115, 0, -105.562500,-350.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
115, 1, 395.843750,-101.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
115, 2, -0.937500,-0.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
116, 0, -105.531250,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
116, 1, 395.968750,-102.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
116, 2, 0.000000,-0.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
117, 0, -104.750000,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
117, 1, 395.843750,-100.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
117, 2, -0.031250,-0.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
118, 0, -105.000000,-350.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
118, 1, 395.062500,-100.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
118, 2, -0.031250,-0.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
119, 0, -105.000000,-350.468750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
119, 1, 395.375000,-101.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
119, 2, 0.187500,-0.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
120, 0, -105.500000,-351.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
120, 1, 394.812500,-101.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
120, 2, -0.062500,-0.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
121, 0, -105.875000,-350.468750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
121, 1, 396.343750,-100.781250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
121, 2, 0.968750,-1.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
122, 0, -105.625000,-350.750000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
122, 1, 396.093750,-99.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
122, 2, -0.031250,-1.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
123, 0, -105.656250,-351.687500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
123, 1, 396.343750,-99.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
123, 2, 0.218750,-1.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
124, 0, -105.000000,-350.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
124, 1, 397.187500,-99.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
124, 2, 0.500000,-1.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
125, 0, -106.062500,-351.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
125, 1, 399.093750,-100.375000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
125, 2, 0.468750,-1.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
126, 0, -105.093750,-350.843750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
126, 1, 398.187500,-101.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
126, 2, 0.468750,-0.343750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
127, 0, -104.968750,-350.375000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
127, 1, 398.031250,-101.531250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
127, 2, 0.125000,-0.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
128, 0, -105.875000,-350.875000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
128, 1, 398.968750,-101.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
128, 2, 0.062500,-0.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
129, 0, -105.937500,-350.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
129, 1, 398.968750,-99.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
129, 2, 0.343750,-1.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
130, 0, -105.750000,-351.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
130, 1, 398.843750,-99.187500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
130, 2, -0.031250,-1.375000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
131, 0, -105.937500,-350.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
131, 1, 398.687500,-99.281250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
131, 2, 0.187500,-0.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
132, 0, -105.125000,-349.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
132, 1, 398.531250,-100.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
132, 2, -0.062500,-0.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
133, 0, -105.093750,-350.562500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
133, 1, 396.968750,-100.031250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
133, 2, 0.312500,-1.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
134, 0, -105.562500,-351.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
134, 1, 397.218750,-99.375000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
134, 2, -0.500000,-1.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
135, 0, -105.968750,-350.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
135, 1, 398.968750,-98.718750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
135, 2, 0.250000,-1.937500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
136, 0, -106.031250,-350.593750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
136, 1, 398.906250,-97.906250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
136, 2, 0.468750,-1.562500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
137, 0, -106.000000,-351.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
137, 1, 398.406250,-98.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
137, 2, 0.031250,-1.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
138, 0, -104.843750,-350.500000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
138, 1, 397.187500,-100.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
138, 2, 0.312500,0.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
139, 0, -105.031250,-350.062500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
139, 1, 396.468750,-100.531250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
139, 2, 0.125000,-2.656250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
140, 0, -105.968750,-350.750000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
140, 1, 398.343750,-100.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
140, 2, 1.062500,-1.218750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
141, 0, -105.000000,-350.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
141, 1, 397.968750,-100.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
141, 2, 0.437500,-1.593750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
142, 0, -105.750000,-350.312500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
142, 1, 397.281250,-101.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
142, 2, 0.468750,-0.968750,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
143, 0, -105.031250,-350.781250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
143, 1, 398.062500,-102.625000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
143, 2, 0.437500,-0.156250,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
144, 0, -104.593750,-350.750000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
144, 1, 397.000000,-102.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
144, 2, 0.468750,0.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
145, 0, -105.125000,-351.000000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
145, 1, 396.968750,-101.125000,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
145, 2, 0.187500,-0.812500,0.000000, 18.027800, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
